@relation BaseHistorica-weka.filters.unsupervised.attribute.Remove-R1

@attribute WMC numeric
@attribute LCOM numeric
@attribute NBD numeric
@attribute DIT numeric
@attribute NOC numeric
@attribute NORM numeric
@attribute SIX numeric
@attribute MLOC numeric
@attribute NAC numeric
@attribute NSF numeric
@attribute NSM numeric
@attribute PAR numeric
@attribute NOI numeric
@attribute NOP numeric
@attribute I numeric
@attribute A numeric
@attribute Dn numeric
@attribute debug numeric
@attribute breakpoint numeric
@attribute refactoring numeric
@attribute CodErro numeric
@attribute qtdeErros numeric
@attribute classe {basic,intermediate,proficient}

@data
7.5,0.631,1,2.75,0,0,0,1.267,3.5,0.25,0.25,0.467,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
7.5,0.631,1,2.75,0,0,0,1.467,3.5,0.25,0.25,0.467,0,2,1,0.167,0.167,0,0,1,0,0,intermediate
7.5,0.631,1,2.75,0,0,0,1.467,3.5,0.25,0.25,0.467,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
7.5,0.631,1,2.75,0,0,0,1.5,3.5,0.25,0.25,0.467,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
6,0.505,1,2.4,0,0,0,1.5,2.8,0.2,0.2,0.467,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
6.2,0.505,1,3.2,0,0,0,1.613,2.8,0.4,0.2,0.452,0,2,1,0.167,0.167,0,0,1,0,0,intermediate
6.2,0.505,1,3.2,0,0,0,1.613,2.8,0.4,0.2,0.452,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
6.8,0.505,1.03,3.2,0,0,0,1.697,2.8,0.4,0.2,0.455,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
7,0.605,1.029,3.2,0,0,0,1.735,3,0.4,0.2,0.441,0,2,1,0.167,0.167,0,0,1,0,0,intermediate
7,0.605,1.029,3.2,0,0,0,1.735,3,0.4,0.2,0.441,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
7,0.605,1.029,3.2,0,0,0,1.735,5.8,0.4,0.2,0.441,0,2,1,0.167,0.167,0,0,1,0,0,intermediate
7,0.605,1.029,3.2,0,0,0,1.735,5.8,0.4,0.2,0.441,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
5.833,0.504,1.029,2.833,0,0,0,1.735,4.833,0.333,0.167,0.441,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
5.833,0.504,1.029,2.667,0,0,0,1.735,4.833,0.333,0.167,0.441,0.5,2,1,0.333,0.333,0,0,0,0,0,intermediate
6.167,0.504,0.972,2.667,0.167,0,0,1.639,4.833,0.333,0.167,0.444,0.5,2,1,0.333,0.333,0,0,0,0,0,intermediate
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,intermediate
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,intermediate
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.333,0.333,0,0,0,0,0,intermediate
0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
6.5,0.6,1,1.5,0.5,0,0,1,3.25,0,0,0.5,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
6.5,0.6,1,2.75,0.5,0,0,1,4.25,0,0,0.5,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
5.6,0.48,1,2.4,0.4,0,0,0.964,6.2,0,0.2,0.5,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
5.6,0.48,1,2.4,0.4,0,0,1.643,6.2,0,0.2,0.5,0,2,1,0.167,0.167,0,0,0,2,1,intermediate
5.6,0.48,1,2.4,0.4,0,0,1.643,6.2,0,0.2,0.5,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
5.6,0.48,1,2.4,0.4,0,0,1.679,6.2,0,0.2,0.5,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
5.6,0.48,1,2.4,0.4,0,0,1.714,6.2,0,0.2,0.5,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
5.6,0.48,1,2.4,0.4,0,0,1.75,6.2,0,0.2,0.5,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
5.6,0.48,1,2.4,0.4,0,0,1.786,6.4,0,0.2,0.5,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
5.167,0.4,1.033,2.167,0.333,0,0,1.833,5.333,0,0.167,0.5,0,2,1,0.167,0.167,0,0,1,0,0,intermediate
5.167,0.4,1.033,2.167,0.333,0,0,1.833,5.333,0,0.167,0.5,0,2,1,0.167,0.167,0,0,0,0,0,intermediate
5.167,0.496,1.033,2.167,0.333,0,0,2.1,5.333,0,0.167,0.5,0,2,1,0.167,0.167,0,0,0,8,1,intermediate
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,proficient
0,0,0,1.5,0,0,0,0,4.5,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
0,0,0,1.5,0,0,0,0,5.5,0,0,0,0,1,1,0,0,0,0,1,0,0,proficient
0,0,0,1.333,0,0,0,0,3.667,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
0,0,0,1.333,0,0,0,0,4.667,0,0,0,0,1,1,0,0,0,0,1,1,1,proficient
0,0,0,1.333,0,0,0,0,4.667,0,0,0,0,1,1,0,0,0,0,1,0,0,proficient
0,0,0,1.333,0,0,0,0,4.667,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
0,0,0,1.333,0.333,0,0,0,4.667,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
0.25,0,1,1.25,0.25,0,0,0,3.5,0,0.25,1,0,2,1,0,0,0,0,0,0,0,proficient
0.25,0,1,1.25,0.25,0,0,1,3.5,0,0.25,1,0,2,1,0,0,0,0,1,0,0,proficient
0.25,0,1,1.25,0.25,0,0,1,3.5,0,0.25,1,0,2,1,0,0,0,0,0,0,0,proficient
0.25,0,1,1.25,0.25,0,0,4,3.5,0,0.25,1,0,2,1,0,0,0,0,1,1,1,proficient
0.25,0,1,1.25,0.25,0,0,4,3.5,0,0.25,1,0,2,1,0,0,0,0,0,1,1,proficient
0.25,0,1,1.25,0.25,0,0,5,3.5,0,0.25,1,0,2,1,0,0,0,0,0,0,0,proficient
0.25,0,1,1.25,0.25,0,0,7,3.5,0,0.25,1,0,2,1,0,0,0,0,0,4,1,proficient
0.25,0,1,1.25,0.25,0,0,7,3.5,0,0.25,1,0,2,1,0,0,0,0,0,1,1,proficient
0.25,0,1,1.25,0.25,0,0,8,3.5,0,0.25,1,0,2,1,0,0,0,0,0,1,1,proficient
0.25,0,1,1.25,0.25,0,0,8,3.5,0,0.25,1,0,2,1,0,0,0,0,0,0,0,proficient
0.25,0,1,1.25,0.25,0,0,9,3.5,0,0.25,1,0,2,1,0,0,0,0,0,0,0,proficient
0.25,0,1,1.25,0.25,0,0,10,3.5,0,0.25,1,0,2,1,0,0,0,0,0,2,2,proficient
0.25,0,1,1.25,0.25,0,0,11,3.5,0,0.25,1,0,2,1,0,0,0,0,0,0,0,proficient
0.25,0,1,1.25,0.25,0,0,12,3.5,0,0.25,1,0,2,1,0,0,0,0,0,0,0,proficient
0.25,0,1,1.25,0.25,0,0,13,3.5,0,0.25,1,0,2,1,0,0,0,0,0,0,0,proficient
0.5,0,2,1.25,0.25,0,0,15,3.5,0,0.25,1,0,2,1,0,0,0,0,0,0,0,proficient
3,0.222,1.091,1.25,0.25,0,0,2.273,3.5,0,0.25,0.545,0,2,0.5,0,0.5,0,0,0,0,0,proficient
4.5,0.422,1.059,1.25,0.25,0,0,1.824,3.5,0,0.25,0.529,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.5,0.649,1.034,1.25,0.25,0,0,1.483,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.5,0.649,1.034,1.25,0.25,0,0,1.552,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.5,0.649,1.034,1.25,0.25,0,0,1.621,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.649,1.034,1.25,0.25,0,0,1.828,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.649,1.034,1.25,0.25,0,0,1.897,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.649,1.034,1.25,0.25,0,0,1.931,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.649,1.034,1.25,0.25,0,0,1.966,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.649,1.034,1.25,0.25,0,0,2.034,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,1,8,1,proficient
7.75,0.649,1.034,1.25,0.25,0,0,2.034,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,8,1,proficient
7.75,0.649,1.034,1.25,0.25,0,0,2.034,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.649,1.034,1.25,0.25,0,0,2.241,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.649,1.034,1.25,0.25,0,0,2.31,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.649,1.034,1.5,0.25,0,0,2.31,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,1,0,0,proficient
7.75,0.665,1.034,1.5,0.5,0,0,2.31,4.25,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
9.25,0.658,1.029,1.5,0.5,0,0,2.086,4.25,0,0.25,0.514,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.602,1.034,1.5,0.5,0,0,2.31,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.602,1.034,1.5,0.5,0,0,2.724,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.602,1.034,1.5,0.5,0,0,2.724,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,1,0,0,proficient
7.75,0.602,1.034,1.5,0.5,0,0,2.793,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.25,0.602,1,1.5,0.5,0,0,2.828,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.602,1.034,1.5,0.5,0,0,2.862,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.602,1.034,1.5,0.5,0,0,2.897,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.602,1.034,1.5,0.5,0,0,2.931,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.602,1.034,1.5,0.5,0,0,2.966,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.602,1.034,1.5,0.5,0,0,3.069,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
8,0.602,1.034,1.5,0.5,0,0,3.138,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
8,0.602,1.034,1.5,0.5,0,0,3.172,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,5,1,proficient
8,0.602,1.034,1.5,0.5,0,0,3.172,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,8,2,proficient
8,0.602,1.034,1.5,0.5,0,0,3.172,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
8,0.602,1.034,1.5,0.5,0,0,3.207,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
8.25,0.602,1.034,1.5,0.5,0,0,3.276,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,1,1,proficient
8.25,0.602,1.034,1.5,0.5,0,0,3.276,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
8.25,0.602,1.034,1.5,0.5,0,0,3.31,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
8.25,0.602,1.034,1.5,0.5,0,0,3.414,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,1,6,proficient
8.25,0.602,1.034,1.5,0.5,0,0,3.414,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,8,5,proficient
8.25,0.602,1.034,1.5,0.5,0,0,3.517,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
8.5,0.602,1.069,1.5,0.5,0,0,3.621,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
9,0.602,1.069,1.5,0.5,0,0,3.69,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
9,0.602,1.069,1.5,0.5,0,0,3.724,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
9.5,0.602,1.069,1.5,0.5,0,0,3.828,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
10,0.602,1.069,1.5,0.5,0,0,3.931,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
10.5,0.602,1.069,1.5,0.5,0,0,4.034,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
10.75,0.602,1.069,1.5,0.5,0,0,4.138,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
10.75,0.602,1.069,1.5,0.5,0,0,4.172,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
11,0.602,1.069,1.5,0.5,0,0,4.241,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
11.5,0.602,1.069,1.5,0.5,0,0,4.379,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
11.5,0.602,1.069,1.5,0.5,0,0,4.414,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
11.5,0.602,1.069,1.5,0.5,0,0,4.517,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
11.5,0.602,1.069,1.5,0.5,0,0,4.552,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
11.5,0.602,1.069,1.5,0.5,0,0,4.586,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
11.5,0.602,1.069,1.5,0.5,0,0,4.621,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
11.5,0.602,1.069,1.5,0.5,0,0,4.655,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
11.75,0.602,1.069,1.5,0.5,0,0,4.724,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
11.75,0.602,1.069,1.5,0.5,0,0,4.862,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
11.5,0.602,1.069,1.5,0.5,0,0,4.793,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
11.75,0.602,1.069,1.5,0.5,0,0,4.897,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
11.75,0.602,1.069,1.5,0.5,0,0,5,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
11.75,0.602,1.069,1.5,0.5,0,0,5.103,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
12,0.602,1.069,1.5,0.5,0,0,5.172,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
12,0.602,1.069,1.5,0.5,0,0,5.207,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
12.5,0.602,1.069,1.5,0.5,0,0,5.621,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
12.75,0.602,1.069,1.5,0.5,0,0,5.69,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
12.75,0.602,1.069,1.5,0.5,0,0,5.759,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
12.75,0.602,1.069,1.5,0.5,0,0,5.931,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,10,1,proficient
12.75,0.602,1.069,1.5,0.5,0,0,5.931,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
12.75,0.602,1.069,1.5,0.5,0,0,6.034,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,10,1,proficient
12.75,0.602,1.069,1.5,0.5,0,0,6.034,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,0,0,proficient
13,0.602,1.069,1.5,0.5,0,0,6.103,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,1,2,proficient
13,0.602,1.069,1.5,0.5,0,0,6.103,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,8,1,proficient
14,0.602,1.069,1.5,0.5,0,0,6.379,3.5,0,0.25,0.517,0,2,0.5,0,0.5,0,0,0,1,2,proficient
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
0,0,0,1.5,0.5,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
15,0.788,1,1.5,0.5,0,0,1.433,7,0,0,0.9,0,1,1,0,0,0,0,1,0,0,proficient
15,0.788,1,1.5,0.5,0,0,1.433,7,0,0,0.9,0,1,1,0,0,0,0,0,0,0,proficient
10.333,0.525,1,1.333,0.333,0,0,1.387,4.667,0,0.333,0.903,0,1,1,0,0,0,0,0,0,0,proficient
10.333,0.525,1,1.333,0.333,0,0,1.387,4.667,0,0.333,0.903,0,1,1,0,0,0,0,1,0,0,proficient
11.333,0.525,1.032,1.333,0.333,0,0,2.194,4.667,0,0.333,0.903,0,1,1,0,0,0,0,0,0,0,proficient
12.333,0.525,1.032,1.333,0.333,0,0,2.806,4.667,0,0.333,0.903,0,1,1,0,0,0,0,0,0,0,proficient
12.667,0.525,1.032,1.333,0.333,0,0,3.452,4.667,0,0.333,0.903,0,1,1,0,0,0,0,0,0,0,proficient
12.667,0.525,1.032,1.333,0.333,0,0,3.806,4.667,0,0.333,0.871,0,1,1,0,0,0,0,1,0,0,proficient
13.667,0.525,1.032,1.333,0.333,0,0,4.355,4.667,0,0.333,0.871,0,1,1,0,0,0,0,0,0,0,proficient
13.667,0.525,1.032,1.333,0.333,0,0,4.355,4.667,0,0.333,0.871,0,1,1,0,0,0,0,1,0,0,proficient
14,0.525,1.031,1.333,0.333,0,0,4.219,4.667,0,0.667,0.875,0,1,1,0,0,0,0,1,0,0,proficient
14.333,0.525,1.062,1.333,0.333,0,0,4.281,4.667,0,0.667,0.875,0,1,1,0,0,0,0,0,0,0,proficient
17.333,0.525,1.062,1.333,0.333,0,0,4.625,4.667,0,0.667,0.875,0,1,1,0,0,0,0,0,0,0,proficient
17.333,0.525,1.062,1.333,0.333,0,0,4.656,4.667,0,0.667,0.875,0,1,1,0,0,0,0,0,0,0,proficient
17.667,0.525,1.094,1.333,0.333,0,0,4.875,4.667,0,0.667,0.875,0,1,1,0,0,0,0,0,0,0,proficient
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
0,0,0,1.5,0.5,0,0,0,4.5,0,0,0,0,1,1,0,0,0,0,1,0,0,proficient
0,0,0,1.333,0.333,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,proficient
0,0,0,1.667,0.667,0,0,0,3.667,0,0,0,0,1,1,0,0,0,0,1,0,0,proficient
0,0,0,1.667,0.667,0,0,0,3.667,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
1,0,1,1.667,0.667,0,0,0,4.333,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
9.667,0.538,1,1.667,0.667,0,0,0.897,4.333,0,0,0.448,0,1,1,0,0,0,0,0,0,0,proficient
7.5,0.404,1,1.5,0.5,0,0,0.867,3.25,0,0.25,0.467,0,2,1,0,0,0,0,0,0,0,proficient
7.5,0.404,1,1.5,0.5,0,0,1.067,3.25,0,0.25,0.467,0,2,1,0,0,0,0,0,0,0,proficient
7.75,0.404,1.033,1.5,0.5,0,0,1.5,3.25,0,0.25,0.467,0,2,1,0,0,0,0,0,0,0,proficient
7.75,0.404,1.033,1.5,0.5,0,0,1.567,3.25,0,0.25,0.467,0,2,1,0,0,0,0,0,0,0,proficient
7.75,0.404,1.033,1.5,0.5,0,0,1.767,3.25,0,0.25,0.467,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.404,1.033,1.5,0.5,0,0,1.8,3.25,0,0.25,0.467,0,2,0.5,0,0.5,0,0,1,0,0,proficient
7.75,0.404,1.033,1.5,0.5,0,0,2.167,3.25,0,0.25,0.467,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.404,1.033,1.5,0.5,0,0,2.3,3.25,0,0.25,0.467,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.569,1.033,1.5,0.5,0,0,2.667,3.25,0,0.25,0.467,0,2,0.5,0,0.5,0,0,1,0,0,proficient
7.75,0.569,1.033,1.5,0.5,0,0,2.7,3.25,0,0.25,0.467,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.569,1.033,1.5,0.5,0,0,2.667,3.25,0,0.25,0.467,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.569,1.033,1.5,0.5,0,0,2.8,3.25,0,0.25,0.467,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.569,1.033,1.5,0.5,0,0,2.833,3.25,0,0.25,0.467,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.569,1.033,1.5,0.5,0,0,3,3.25,0,0.25,0.467,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.75,0.569,1.033,1.5,0.5,0,0,3.1,3.25,0,0.25,0.467,0,2,0.5,0,0.5,0,0,0,0,0,proficient
6.2,0.455,1.033,1.4,0.4,0,0,3.1,2.6,0,0.2,0.467,0,3,0.667,0,0.333,0,0,0,0,0,proficient
7,0.566,1.029,1.4,0.4,0,0,2.882,3.2,0,0.2,0.5,0,3,0.667,0,0.333,0,0,1,1,1,proficient
7,0.566,1.029,1.4,0.4,0,0,2.882,3.2,0,0.2,0.5,0,3,0.667,0,0.333,0,0,1,0,0,proficient
7.2,0.566,1.029,1.4,0.4,0,0,2.941,3.2,0,0.2,0.5,0,3,0.667,0,0.333,0,0,0,0,0,proficient
6,0.472,1.029,1.333,0.333,0,0,2.941,2.667,0,0.167,0.5,0,3,0.667,0,0.333,0,0,0,0,0,proficient
6.667,0.597,1.056,1.333,0.333,0,0,3.028,3.333,0,0.167,0.583,0,3,0.667,0,0.333,0,0,0,0,0,proficient
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
0,0,0,1,0,0,0,0,10,0,0,0,0,1,1,0,0,0,0,1,0,0,proficient
0,0,0,1,0,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
1,0,1,1,0,0,0,0,11,0,0,0,0,1,1,0,0,0,0,1,0,0,proficient
1,0,1,1,0,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
23,0.952,1,1,0,0,0,0.957,11,0,0,0.478,0,1,1,0,0,0,0,0,0,0,proficient
11.5,0.476,1,1,0,0,0,0.957,5.5,0,0,0.478,0,1,1,0,0,0,0,0,0,0,proficient
11.5,0.476,1,1.5,0,0,0,0.957,7,0,0,0.478,0,1,1,0,0,0,0,1,0,0,proficient
12,0.476,1,1.5,0,0,0,0.958,7,0,0,0.458,0,1,1,0,0,0,0,0,0,0,proficient
15,0.876,1,1.5,0,0,0,0.967,7,0,0,0.467,0,1,1,0,0,0,0,1,0,0,proficient
15,0.876,1,1.5,0,0,0,0.967,7,0,0,0.467,0,1,1,0,0,0,0,0,0,0,proficient
15,0.876,1,1.5,0.5,0,0,0.967,7,0,0,0.467,0,1,1,0,0,0,0,0,0,0,proficient
10.333,0.584,1,1.333,0.333,0,0,0.935,4.667,0,0.333,0.484,0,1,1,0,0,0,0,0,0,0,proficient
9.667,0.582,1,1.333,0.333,0,0,0.931,4.333,0,0.333,0.483,0,1,1,0,0,0,0,1,0,0,proficient
7.25,0.437,1,1.25,0.25,0,0,0.931,3.25,0,0.25,0.483,0,1,1,0,0,0,0,0,0,0,proficient
8,0.437,1,1.5,0.25,0,0,1.094,3.5,0,0.25,0.469,0,1,1,0,0,0,0,0,0,0,proficient
2,0,2,1,0,0,0,13,0,0,1,1,0,1,1,0,0,0,0,0,2,1,proficient
3,0,2,1,0,0,0,18,0,0,1,1,0,1,1,0,0,0,0,0,0,0,proficient
1.5,0,2,1,0,0,0,18,0,0,0.5,1,0,2,0.5,0,0.5,0,0,0,0,0,proficient
1.5,0,2,1,0,0,0,18,0,0,0.5,1,0,2,0.5,0,0.5,0,0,1,0,0,proficient
1.5,0,2,1,0,0,0,18,0,0,0.5,1,0,3,0.667,0,0.333,0,0,1,0,0,proficient
1.5,0,2,1,0,0,0,18,0,0,0.5,1,0,3,0.667,0,0.333,0,0,0,0,0,proficient
3,0,2,1,0,0,0,18,0,0,1,1,0,2,0.5,0,0.5,0,0,1,0,0,proficient
3,0,2,1,0,0,0,18,0,0,1,1,0,2,0.5,0,0.5,0,0,0,0,0,proficient
14,0,2,1,0,0,0,19,0,0,1,1.5,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7,0,2,1,0,0,0,19,0,0,0.5,1.5,0,2,0.5,0,0.5,0,0,0,0,0,proficient
13,0.25,1.75,1,0,0,0,13.5,2,0,0.5,1.25,0,2,0.5,0,0.5,0,0,1,0,0,proficient
13,0.25,1.75,1,0,0,0,13.5,2,0,0.5,1.25,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.5,0.25,1.667,1,0,0,0,11.333,2,0,0.5,1,0,2,0.5,0,0.5,0,0,0,0,0,proficient
8.5,0.375,1.4,1,0,0,0,7.2,2,0,0.5,0.8,0,2,0.5,0,0.5,0,0,0,0,0,proficient
9.5,0.375,1.286,1,0,0,0,5.429,2,0,0.5,0.714,0,2,0.5,0,0.5,0,0,0,0,0,proficient
6.333,0.25,1.286,1,0,0,0,5.429,1.333,0,0.333,0.714,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7,0.25,1.222,1,0,0,0,4.667,3,0,0.333,1,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.333,0.317,1.333,1,0,0,0,5,3,0,0.333,1,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.667,0.317,1.333,1,0,0,0,5.222,3,0,0.333,1,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7.667,0.417,1.333,1,0,0,0,5.222,3.333,0,0.333,1,0,2,0.5,0,0.5,0,0,1,0,0,proficient
7.667,0.417,1.333,1,0,0,0,5.222,3.333,0,0.333,1,0,2,0.5,0,0.5,0,0,0,0,0,proficient
8.333,0.509,1.273,1,0,0,0,4.455,3.333,0,0.333,0.909,0,2,0.5,0,0.5,0,0,1,8,1,proficient
9,0.517,1.231,1,0,0,0,3.923,3.333,0,0.333,0.846,0,2,0.5,0,0.5,0,0,0,8,1,proficient
